"Date","Season","home","visitor","FT","hgoal","vgoal","division","tier","totgoal","goaldif","result"
"1975-04-16","1965","FC Ararat","Dnepr Dnepropetrovsk","1-0","1","0","Cup Winners' Cup","1","1","1","H"

